age,tenure_months,monthly_charges,total_charges,support_calls,num_contracts,plan_type,payment_method,region,churned
56.0,27.0,65.34,1764.18,1.0,1.0,Standard,Prepaid,South,0
35.0,41.0,70.94,2908.54,12.0,2.0,Standard,Bank Transfer,West,1
44.0,42.0,94.49,3968.58,6.0,2.0,Standard,Prepaid,South,0
33.0,1.0,31.61,31.61,7.0,2.0,Basic,Cash,East,1
50.0,11.0,132.35,1455.85,4.0,5.0,Premium,Prepaid,South,1
26.0,34.0,33.27,1131.18,6.0,5.0,Basic,Cash,South,0
21.0,65.0,114.9,7468.5,5.0,4.0,Premium,Prepaid,West,0
57.0,20.0,30.85,617.0,3.0,2.0,Basic,Bank Transfer,North,1
28.0,10.0,81.92,819.2,14.0,3.0,Standard,Credit Card,South,0
66.0,4.0,64.86,259.44,6.0,1.0,Standard,Bank Transfer,East,0
32.0,70.0,57.43,4020.1,,3.0,Standard,Cash,East,0
37.0,44.0,39.67,1745.48,11.0,5.0,Basic,Bank Transfer,East,0
57.0,51.0,119.45,6091.95,10.0,1.0,Premium,Cash,South,0
37.0,3.0,71.19,213.57,10.0,5.0,Standard,Bank Transfer,South,0
28.0,33.0,,,7.0,4.0,Basic,Prepaid,East,0
33.0,45.0,34.01,1530.45,2.0,4.0,Basic,Credit Card,North,0
58.0,70.0,106.3,7441.0,2.0,1.0,Premium,Credit Card,West,0
27.0,69.0,,,4.0,1.0,Premium,Credit Card,North,0
41.0,66.0,14.75,973.5,6.0,4.0,Basic,Bank Transfer,West,0
34.0,30.0,61.99,1859.7,5.0,3.0,Standard,Cash,East,0
38.0,31.0,19.29,597.99,14.0,1.0,Basic,Cash,North,0
60.0,47.0,117.83,5538.01,6.0,5.0,Premium,Bank Transfer,West,0
51.0,71.0,29.87,2120.77,11.0,2.0,Basic,Credit Card,North,0
22.0,0.0,78.49,0.0,14.0,4.0,Standard,Credit Card,West,1
54.0,29.0,30.3,878.7,9.0,2.0,Basic,Bank Transfer,West,0
60.0,25.0,128.27,3206.75,12.0,5.0,Premium,Bank Transfer,West,0
51.0,66.0,66.25,4372.5,11.0,1.0,Standard,Credit Card,East,0
20.0,7.0,15.44,108.08,3.0,2.0,Basic,Bank Transfer,East,0
44.0,16.0,,,4.0,5.0,Standard,Bank Transfer,West,0
45.0,18.0,120.45,2168.1,9.0,5.0,Premium,Cash,North,0
19.0,8.0,35.54,284.32,,3.0,Basic,Cash,North,1
57.0,1.0,105.61,105.61,3.0,1.0,Premium,Bank Transfer,South,1
25.0,33.0,74.93,2472.69,1.0,3.0,Standard,Credit Card,South,0
35.0,35.0,39.42,1379.7,6.0,3.0,Basic,Bank Transfer,West,0
34.0,1.0,85.45,85.45,10.0,3.0,Standard,Bank Transfer,South,1
63.0,55.0,65.08,3579.4,8.0,5.0,Standard,Bank Transfer,East,0
67.0,21.0,79.49,1669.29,11.0,3.0,Standard,Cash,West,0
57.0,52.0,118.56,6165.12,6.0,5.0,Premium,Bank Transfer,West,0
36.0,64.0,42.39,2712.96,1.0,3.0,Basic,Credit Card,West,0
51.0,70.0,73.86,5170.2,7.0,3.0,Standard,Cash,East,0
51.0,50.0,109.18,5459.0,13.0,1.0,Premium,Bank Transfer,West,0
36.0,64.0,44.57,2852.48,7.0,3.0,Basic,Prepaid,South,0
31.0,34.0,23.48,798.32,11.0,1.0,Basic,Credit Card,West,1
25.0,50.0,62.11,3105.5,1.0,3.0,Standard,Credit Card,North,0
41.0,57.0,70.9,4041.3,3.0,1.0,Standard,Bank Transfer,West,0
48.0,54.0,24.06,1299.24,3.0,4.0,Basic,Bank Transfer,East,0
55.0,38.0,,,3.0,4.0,Premium,Bank Transfer,North,0
28.0,41.0,62.03,2543.23,8.0,1.0,Standard,Bank Transfer,North,0
51.0,54.0,68.02,3673.08,13.0,2.0,Standard,Credit Card,East,0
63.0,1.0,118.87,118.87,9.0,3.0,Premium,Bank Transfer,South,1
58.0,71.0,122.87,8723.77,,2.0,Premium,Bank Transfer,West,0
63.0,55.0,45.26,2489.3,14.0,4.0,Basic,Cash,North,0
59.0,67.0,84.48,5660.16,1.0,2.0,Premium,Prepaid,East,0
43.0,44.0,71.14,3130.16,0.0,4.0,Standard,Credit Card,West,1
69.0,44.0,107.53,4731.32,1.0,3.0,Premium,Credit Card,North,0
53.0,67.0,27.65,1852.55,13.0,2.0,Basic,Credit Card,South,0
41.0,31.0,64.22,1990.82,9.0,3.0,Standard,Bank Transfer,East,1
55.0,13.0,37.29,484.77,2.0,3.0,Basic,Prepaid,South,0
66.0,32.0,28.35,907.2,13.0,1.0,Basic,Credit Card,North,1
35.0,67.0,96.67,6476.89,10.0,3.0,Premium,Prepaid,East,1
18.0,17.0,24.25,412.25,13.0,5.0,Basic,Bank Transfer,East,1
25.0,11.0,74.92,824.12,6.0,4.0,Standard,Credit Card,West,0
55.0,40.0,80.06,3202.4,6.0,2.0,Standard,Bank Transfer,West,0
40.0,4.0,29.59,118.36,,2.0,Basic,Credit Card,North,1
19.0,44.0,21.8,959.2,2.0,4.0,Basic,Bank Transfer,North,0
44.0,45.0,44.71,2011.95,3.0,5.0,Basic,Bank Transfer,South,0
65.0,25.0,93.79,2344.75,5.0,4.0,Standard,Prepaid,West,0
54.0,23.0,49.73,1143.79,0.0,3.0,Standard,Bank Transfer,East,0
66.0,14.0,36.08,505.12,9.0,3.0,Basic,Bank Transfer,North,0
53.0,38.0,37.88,1439.44,8.0,3.0,Basic,Credit Card,South,1
21.0,1.0,29.82,29.82,6.0,5.0,Basic,Credit Card,East,0
20.0,27.0,69.01,1863.27,11.0,1.0,Standard,Bank Transfer,North,0
59.0,6.0,120.18,721.08,7.0,3.0,Premium,Bank Transfer,South,1
65.0,12.0,82.13,985.56,12.0,5.0,Standard,Cash,North,0
45.0,17.0,34.54,587.18,14.0,3.0,Basic,Prepaid,East,1
28.0,61.0,65.89,4019.29,13.0,3.0,Standard,Credit Card,East,0
62.0,31.0,26.72,828.32,8.0,3.0,Basic,Prepaid,South,0
30.0,57.0,74.27,4233.39,10.0,1.0,Standard,Credit Card,West,0
58.0,60.0,45.19,2711.4,5.0,3.0,Basic,Credit Card,South,0
22.0,20.0,,,14.0,1.0,Basic,Bank Transfer,North,1
41.0,10.0,40.23,402.3,3.0,3.0,Basic,Credit Card,West,0
43.0,24.0,40.72,977.28,0.0,4.0,Basic,Cash,East,0
47.0,47.0,67.89,3190.83,5.0,2.0,Standard,Prepaid,West,0
66.0,55.0,87.98,4838.9,5.0,3.0,Standard,Prepaid,South,0
50.0,57.0,14.89,848.73,7.0,4.0,Basic,Cash,East,0
52.0,32.0,,,1.0,5.0,Standard,Credit Card,West,0
60.0,30.0,98.43,2952.9,12.0,5.0,Premium,Prepaid,East,0
43.0,50.0,53.43,2671.5,10.0,2.0,Standard,Cash,East,0
55.0,51.0,30.62,1561.62,14.0,4.0,Basic,Cash,South,0
62.0,66.0,,,7.0,5.0,Standard,Credit Card,South,0
19.0,52.0,10.17,528.84,3.0,2.0,Basic,Bank Transfer,East,0
67.0,60.0,91.71,5502.6,8.0,2.0,Standard,Bank Transfer,South,0
62.0,35.0,37.85,1324.75,0.0,1.0,Basic,Prepaid,West,0
47.0,43.0,22.17,953.31,4.0,5.0,Basic,Bank Transfer,East,0
51.0,16.0,62.61,1001.76,3.0,5.0,Standard,Credit Card,North,1
59.0,56.0,66.84,3743.04,13.0,1.0,Standard,Bank Transfer,East,0
50.0,47.0,85.44,4015.68,3.0,3.0,Standard,Credit Card,North,0
69.0,13.0,44.97,584.61,7.0,4.0,Basic,Prepaid,North,0
51.0,30.0,65.7,1971.0,12.0,5.0,Standard,Prepaid,East,1
19.0,60.0,43.47,2608.2,0.0,3.0,Basic,Bank Transfer,North,0
32.0,50.0,79.73,3986.5,2.0,5.0,Standard,Bank Transfer,South,0
48.0,17.0,58.86,1000.62,2.0,2.0,Standard,Credit Card,East,0
51.0,59.0,91.27,5384.93,0.0,4.0,Premium,Bank Transfer,East,0
53.0,30.0,41.16,1234.8,9.0,5.0,Basic,Bank Transfer,North,0
56.0,46.0,36.42,1675.32,4.0,4.0,Basic,Credit Card,South,0
46.0,43.0,71.2,3061.6,9.0,3.0,Standard,Prepaid,East,0
23.0,12.0,32.96,395.52,11.0,2.0,Basic,Credit Card,East,0
33.0,23.0,37.41,860.43,11.0,5.0,Basic,Bank Transfer,East,0
46.0,65.0,103.34,6717.1,5.0,2.0,Premium,Credit Card,East,0
31.0,59.0,27.47,1620.73,3.0,2.0,Basic,Credit Card,West,0
42.0,7.0,62.61,438.27,14.0,4.0,Standard,Bank Transfer,North,1
64.0,42.0,25.86,1086.12,1.0,1.0,Basic,Credit Card,West,0
31.0,54.0,60.36,3259.44,10.0,2.0,Standard,Prepaid,West,0
63.0,68.0,36.75,2499.0,6.0,4.0,Basic,Cash,West,0
68.0,37.0,78.5,2904.5,14.0,1.0,Standard,Credit Card,East,1
25.0,20.0,80.39,1607.8,1.0,2.0,Standard,Cash,East,0
65.0,60.0,55.08,3304.8,6.0,1.0,Standard,Prepaid,West,1
56.0,50.0,66.31,3315.5,9.0,3.0,Standard,Credit Card,West,0
38.0,66.0,114.68,7568.88,5.0,1.0,Premium,Cash,South,0
54.0,11.0,27.23,299.53,12.0,1.0,Basic,Bank Transfer,West,1
24.0,32.0,65.71,2102.72,13.0,2.0,Standard,Cash,West,1
42.0,12.0,31.61,379.32,6.0,4.0,Basic,Bank Transfer,East,1
37.0,4.0,26.66,106.64,5.0,1.0,Basic,Cash,South,0
38.0,37.0,69.84,2584.08,0.0,3.0,Standard,Bank Transfer,North,0
60.0,49.0,29.75,1457.75,11.0,2.0,Basic,Cash,North,1
34.0,64.0,19.61,1255.04,13.0,3.0,Basic,Cash,East,1
48.0,33.0,101.15,3337.95,2.0,2.0,Premium,Bank Transfer,North,0
55.0,34.0,42.13,1432.42,14.0,5.0,Basic,Bank Transfer,West,1
59.0,39.0,38.76,1511.64,5.0,2.0,Basic,Bank Transfer,South,0
41.0,40.0,88.19,3527.6,5.0,5.0,Premium,Prepaid,East,1
58.0,22.0,,,2.0,5.0,Standard,Credit Card,South,0
53.0,68.0,30.92,2102.56,11.0,1.0,Basic,Credit Card,East,0
27.0,59.0,67.08,3957.72,12.0,5.0,Standard,Credit Card,East,0
54.0,14.0,82.24,1151.36,2.0,2.0,Standard,Bank Transfer,South,0
36.0,69.0,89.34,6164.46,4.0,3.0,Premium,Credit Card,East,0
69.0,60.0,83.61,5016.6,11.0,5.0,Standard,Credit Card,South,1
59.0,46.0,23.03,1059.38,3.0,2.0,Basic,Prepaid,East,0
53.0,55.0,108.86,5987.3,1.0,3.0,Premium,Credit Card,West,0
54.0,51.0,43.6,2223.6,14.0,3.0,Basic,Cash,East,1
22.0,47.0,,,10.0,4.0,Basic,Bank Transfer,South,0
60.0,39.0,36.95,1441.05,14.0,4.0,Basic,Prepaid,East,0
29.0,27.0,37.25,1005.75,4.0,3.0,Basic,Cash,North,0
57.0,5.0,27.09,135.45,7.0,4.0,Basic,Credit Card,East,1
48.0,62.0,74.57,4623.34,7.0,2.0,Standard,Prepaid,North,1
69.0,29.0,33.91,983.39,14.0,3.0,Basic,Bank Transfer,East,0
19.0,69.0,112.87,7788.03,9.0,4.0,Premium,Credit Card,South,0
52.0,67.0,25.74,1724.58,7.0,1.0,Basic,Cash,East,0
41.0,27.0,31.33,845.91,,4.0,Basic,Prepaid,East,1
47.0,58.0,25.39,1472.62,12.0,1.0,Basic,Prepaid,North,0
33.0,30.0,92.48,2774.4,6.0,4.0,Premium,Credit Card,East,0
53.0,34.0,69.85,2374.9,,2.0,Standard,Prepaid,West,1
27.0,52.0,39.83,2071.16,7.0,3.0,Basic,Credit Card,South,0
25.0,66.0,31.63,2087.58,2.0,5.0,Basic,Cash,North,0
20.0,37.0,64.46,2385.02,2.0,2.0,Standard,Cash,West,0
22.0,61.0,93.16,5682.76,14.0,5.0,Premium,Bank Transfer,North,0
18.0,14.0,36.25,507.5,5.0,4.0,Basic,Credit Card,East,0
36.0,24.0,73.1,1754.4,9.0,1.0,Standard,Bank Transfer,North,0
26.0,64.0,92.77,5937.28,7.0,4.0,Standard,Credit Card,South,0
53.0,68.0,36.84,2505.12,12.0,4.0,Basic,Prepaid,East,0
66.0,48.0,77.07,3699.36,6.0,5.0,Standard,Credit Card,North,1
69.0,18.0,106.57,1918.26,,4.0,Premium,Bank Transfer,North,0
35.0,31.0,67.08,2079.48,8.0,1.0,Standard,Credit Card,West,0
63.0,38.0,72.44,2752.72,14.0,5.0,Standard,Bank Transfer,East,0
66.0,29.0,30.12,873.48,14.0,4.0,Basic,Prepaid,North,1
48.0,39.0,42.96,1675.44,6.0,2.0,Basic,Cash,North,0
23.0,45.0,49.66,2234.7,1.0,2.0,Standard,Credit Card,West,0
21.0,12.0,82.63,991.56,6.0,2.0,Standard,Credit Card,South,0
49.0,22.0,106.21,2336.62,7.0,3.0,Premium,Prepaid,West,0
49.0,54.0,76.15,4112.1,11.0,1.0,Standard,Prepaid,North,0
45.0,44.0,34.99,1539.56,0.0,2.0,Basic,Bank Transfer,West,0
48.0,7.0,,,,2.0,Standard,Credit Card,North,0
51.0,8.0,48.62,388.96,1.0,5.0,Basic,Cash,South,0
37.0,38.0,33.11,1258.18,6.0,3.0,Basic,Credit Card,North,0
62.0,28.0,44.54,1247.12,3.0,2.0,Basic,Credit Card,West,1
55.0,23.0,42.09,968.07,5.0,2.0,Basic,Cash,East,0
38.0,58.0,37.07,2150.06,14.0,2.0,Basic,Bank Transfer,East,0
55.0,49.0,103.67,5079.83,0.0,3.0,Premium,Credit Card,West,0
52.0,9.0,33.63,302.67,12.0,2.0,Basic,Bank Transfer,West,1
33.0,2.0,15.15,30.3,12.0,1.0,Basic,Cash,East,1
28.0,50.0,65.84,3292.0,0.0,2.0,Standard,Prepaid,East,0
33.0,57.0,29.27,1668.39,10.0,5.0,Basic,Bank Transfer,North,0
58.0,51.0,40.89,2085.39,10.0,4.0,Basic,Credit Card,East,0
25.0,53.0,108.17,5733.01,,2.0,Premium,Bank Transfer,South,0
45.0,53.0,72.31,3832.43,1.0,5.0,Standard,Prepaid,South,0
67.0,36.0,26.39,950.04,0.0,2.0,Basic,Prepaid,West,0
22.0,2.0,21.3,42.6,7.0,4.0,Basic,Cash,West,0
46.0,24.0,57.79,1386.96,1.0,4.0,Basic,Prepaid,West,0
33.0,59.0,45.2,2666.8,5.0,5.0,Basic,Bank Transfer,South,0
61.0,32.0,34.06,1089.92,0.0,3.0,Basic,Bank Transfer,North,0
25.0,18.0,38.38,690.84,,1.0,Basic,Prepaid,South,1
49.0,46.0,79.14,3640.44,5.0,3.0,Standard,Credit Card,North,0
56.0,12.0,123.68,1484.16,7.0,3.0,Premium,Bank Transfer,South,1
24.0,10.0,41.34,413.4,3.0,5.0,Basic,Bank Transfer,West,1
38.0,7.0,,,11.0,2.0,Basic,Bank Transfer,North,1
25.0,62.0,25.04,1552.48,7.0,5.0,Basic,Prepaid,North,0
45.0,42.0,104.32,4381.44,10.0,4.0,Premium,Prepaid,North,0
18.0,16.0,30.14,482.24,,4.0,Basic,Cash,East,0
49.0,51.0,34.31,1749.81,13.0,2.0,Basic,Prepaid,North,0
33.0,5.0,22.19,110.95,11.0,2.0,Basic,Bank Transfer,South,1
37.0,45.0,68.22,3069.9,10.0,2.0,Standard,Cash,West,1
59.0,34.0,82.87,2817.58,2.0,1.0,Standard,Prepaid,North,0
69.0,66.0,31.46,2076.36,9.0,3.0,Basic,Prepaid,West,0
43.0,38.0,59.67,2267.46,7.0,3.0,Standard,Prepaid,East,0
57.0,27.0,71.78,1938.06,5.0,5.0,Basic,Cash,South,0
38.0,44.0,103.74,4564.56,6.0,4.0,Premium,Prepaid,East,0
51.0,7.0,32.8,229.6,7.0,1.0,Basic,Prepaid,South,0
38.0,37.0,32.82,1214.34,0.0,5.0,Basic,Bank Transfer,East,0
25.0,21.0,62.18,1305.78,1.0,2.0,Standard,Bank Transfer,East,0
63.0,18.0,19.57,352.26,4.0,2.0,Basic,Cash,East,1
37.0,14.0,48.08,673.12,11.0,2.0,Standard,Bank Transfer,East,0
36.0,33.0,71.6,2362.8,10.0,1.0,Standard,Credit Card,East,0
37.0,51.0,26.3,1341.3,0.0,1.0,Basic,Cash,North,0
60.0,14.0,28.43,398.02,13.0,1.0,Basic,Bank Transfer,North,1
54.0,55.0,29.8,1639.0,1.0,2.0,Basic,Prepaid,West,0
27.0,43.0,29.87,1284.41,12.0,4.0,Basic,Prepaid,South,0
22.0,34.0,42.96,1460.64,6.0,2.0,Basic,Credit Card,South,0
50.0,63.0,47.49,2991.87,10.0,4.0,Basic,Bank Transfer,South,0
25.0,18.0,,,6.0,5.0,Basic,Bank Transfer,South,0
26.0,5.0,73.5,367.5,,5.0,Standard,Bank Transfer,South,1
59.0,32.0,65.66,2101.12,14.0,5.0,Standard,Bank Transfer,North,1
55.0,5.0,31.97,159.85,0.0,4.0,Basic,Prepaid,North,0
37.0,48.0,77.12,3701.76,9.0,3.0,Standard,Bank Transfer,South,0
55.0,11.0,31.44,345.84,13.0,1.0,Basic,Credit Card,East,1
33.0,12.0,54.92,659.04,6.0,5.0,Basic,Credit Card,South,1
42.0,66.0,94.88,6262.08,3.0,2.0,Standard,Cash,South,0
23.0,37.0,50.98,1886.26,14.0,3.0,Standard,Credit Card,East,1
60.0,42.0,37.19,1561.98,2.0,3.0,Basic,Prepaid,North,1
22.0,17.0,58.38,992.46,14.0,3.0,Standard,Cash,North,1
66.0,42.0,79.31,3331.02,3.0,5.0,Standard,Credit Card,South,0
39.0,55.0,74.47,4095.85,8.0,5.0,Standard,Bank Transfer,North,0
33.0,41.0,100.35,4114.35,3.0,1.0,Premium,Credit Card,East,1
41.0,37.0,41.31,1528.47,4.0,5.0,Basic,Cash,East,0
50.0,23.0,,,0.0,4.0,Standard,Bank Transfer,East,0
68.0,35.0,28.17,985.95,6.0,3.0,Basic,Prepaid,North,1
67.0,11.0,26.63,292.93,3.0,1.0,Basic,Cash,West,0
52.0,37.0,76.44,2828.28,13.0,1.0,Standard,Credit Card,West,1
68.0,26.0,108.36,2817.36,13.0,5.0,Premium,Credit Card,North,0
29.0,24.0,16.96,407.04,9.0,3.0,Basic,Bank Transfer,East,0
19.0,28.0,39.37,1102.36,11.0,2.0,Basic,Bank Transfer,South,1
53.0,61.0,64.75,3949.75,4.0,1.0,Standard,Prepaid,North,0
67.0,58.0,24.11,1398.38,11.0,1.0,Basic,Cash,West,1
18.0,1.0,48.36,48.36,7.0,5.0,Basic,Prepaid,West,1
64.0,44.0,40.09,1763.96,1.0,5.0,Basic,Credit Card,North,0
56.0,19.0,44.7,849.3,10.0,3.0,Basic,Credit Card,West,1
56.0,18.0,44.3,797.4,4.0,4.0,Basic,Cash,North,0
34.0,22.0,54.81,1205.82,6.0,4.0,Basic,Credit Card,South,1
60.0,25.0,31.93,798.25,0.0,1.0,Basic,Cash,East,0
53.0,13.0,36.37,472.81,8.0,2.0,Basic,Prepaid,West,0
60.0,48.0,55.71,2674.08,3.0,3.0,Standard,Prepaid,North,0
67.0,49.0,20.16,987.84,14.0,3.0,Basic,Cash,North,1
45.0,66.0,35.96,2373.36,1.0,2.0,Basic,Cash,West,0
69.0,1.0,129.79,129.79,2.0,5.0,Premium,Bank Transfer,South,0
35.0,6.0,105.47,632.82,9.0,5.0,Premium,Credit Card,North,0
46.0,43.0,98.83,4249.69,10.0,5.0,Premium,Prepaid,East,0
65.0,32.0,39.58,1266.56,10.0,4.0,Basic,Bank Transfer,East,0
21.0,53.0,,,13.0,4.0,Basic,Bank Transfer,West,0
31.0,36.0,70.87,2551.32,1.0,1.0,Standard,Bank Transfer,West,0
21.0,19.0,88.84,1687.96,8.0,5.0,Standard,Bank Transfer,South,1
54.0,3.0,,,6.0,2.0,Standard,Cash,East,0
32.0,19.0,46.65,886.35,7.0,3.0,Basic,Bank Transfer,West,0
26.0,1.0,93.8,93.8,0.0,3.0,Premium,Bank Transfer,East,0
22.0,32.0,65.09,2082.88,4.0,4.0,Standard,Bank Transfer,East,0
56.0,22.0,78.34,1723.48,11.0,5.0,Standard,Bank Transfer,West,1
32.0,24.0,14.46,347.04,7.0,3.0,Basic,Cash,North,0
66.0,59.0,38.73,2285.07,7.0,1.0,Basic,Prepaid,North,0
64.0,19.0,69.66,1323.54,,3.0,Standard,Credit Card,West,1
35.0,63.0,43.11,2715.93,14.0,4.0,Basic,Cash,West,0
33.0,46.0,35.67,1640.82,11.0,2.0,Basic,Credit Card,West,0
63.0,47.0,38.77,1822.19,,3.0,Basic,Credit Card,West,1
35.0,19.0,25.04,475.76,9.0,1.0,Basic,Credit Card,East,0
48.0,63.0,107.44,6768.72,13.0,5.0,Premium,Bank Transfer,North,0
61.0,50.0,76.92,3846.0,9.0,2.0,Standard,Credit Card,East,0
62.0,56.0,39.51,2212.56,10.0,5.0,Basic,Credit Card,East,1
57.0,26.0,43.89,1141.14,12.0,3.0,Basic,Credit Card,South,1
49.0,9.0,40.92,368.28,11.0,2.0,Basic,Credit Card,South,1
34.0,60.0,30.08,1804.8,1.0,1.0,Basic,Bank Transfer,North,0
30.0,9.0,31.24,281.16,0.0,5.0,Basic,Bank Transfer,South,1
44.0,68.0,32.67,2221.56,8.0,4.0,Basic,Prepaid,South,1
69.0,59.0,57.33,3382.47,1.0,4.0,Basic,Prepaid,West,0
47.0,53.0,,,14.0,5.0,Basic,Prepaid,North,1
38.0,32.0,88.98,2847.36,8.0,5.0,Premium,Prepaid,East,1
55.0,25.0,44.61,1115.25,5.0,3.0,Basic,Credit Card,South,0
25.0,38.0,19.98,759.24,7.0,2.0,Basic,Prepaid,East,1
24.0,43.0,70.02,3010.86,11.0,4.0,Standard,Bank Transfer,North,0
37.0,16.0,70.93,1134.88,4.0,1.0,Standard,Prepaid,North,0
57.0,56.0,92.73,5192.88,6.0,5.0,Standard,Prepaid,South,0
61.0,54.0,43.03,2323.62,13.0,4.0,Basic,Credit Card,West,0
23.0,26.0,44.73,1162.98,4.0,3.0,Basic,Bank Transfer,North,1
25.0,60.0,30.79,1847.4,8.0,3.0,Basic,Prepaid,West,0
48.0,39.0,77.13,3008.07,5.0,5.0,Standard,Cash,North,0
56.0,16.0,63.13,1010.08,1.0,1.0,Standard,Bank Transfer,West,0
67.0,8.0,35.07,280.56,,5.0,Basic,Credit Card,North,1
39.0,32.0,115.88,3708.16,4.0,3.0,Premium,Cash,North,0
26.0,35.0,119.85,4194.75,9.0,1.0,Premium,Credit Card,West,0
31.0,58.0,26.85,1557.3,2.0,5.0,Basic,Prepaid,South,0
58.0,29.0,52.76,1530.04,11.0,3.0,Basic,Bank Transfer,South,0
52.0,37.0,101.52,3756.24,13.0,2.0,Premium,Credit Card,North,0
38.0,19.0,31.68,601.92,5.0,5.0,Basic,Prepaid,East,0
47.0,62.0,82.48,5113.76,0.0,5.0,Standard,Cash,West,0
30.0,16.0,,,4.0,4.0,Basic,Credit Card,North,0
47.0,33.0,34.23,1129.59,,2.0,Basic,Credit Card,West,1
44.0,8.0,49.56,396.48,2.0,2.0,Standard,Credit Card,West,0
26.0,54.0,37.94,2048.76,2.0,5.0,Basic,Credit Card,West,0
27.0,6.0,30.91,185.46,14.0,4.0,Basic,Bank Transfer,West,1
59.0,17.0,36.86,626.62,3.0,3.0,Basic,Credit Card,South,0
41.0,1.0,36.31,36.31,5.0,2.0,Basic,Cash,West,1
24.0,15.0,80.18,1202.7,5.0,2.0,Standard,Credit Card,West,1
48.0,8.0,44.88,359.04,11.0,2.0,Basic,Prepaid,North,1
43.0,37.0,35.55,1315.35,8.0,4.0,Basic,Bank Transfer,South,0
58.0,70.0,109.13,7639.1,5.0,4.0,Premium,Bank Transfer,North,0
25.0,41.0,26.4,1082.4,13.0,4.0,Basic,Prepaid,North,1
60.0,12.0,72.21,866.52,8.0,1.0,Standard,Prepaid,West,1
65.0,17.0,40.24,684.08,10.0,5.0,Basic,Bank Transfer,North,0
64.0,27.0,109.3,2951.1,12.0,4.0,Premium,Bank Transfer,East,0
26.0,29.0,83.73,2428.17,9.0,3.0,Standard,Prepaid,South,1
43.0,71.0,35.67,2532.57,3.0,3.0,Basic,Bank Transfer,West,0
36.0,28.0,92.4,2587.2,10.0,5.0,Premium,Cash,East,0
65.0,28.0,29.28,819.84,8.0,3.0,Basic,Credit Card,North,0
64.0,48.0,16.45,789.6,1.0,2.0,Basic,Prepaid,East,0
64.0,62.0,33.82,2096.84,3.0,2.0,Basic,Bank Transfer,West,0
62.0,4.0,40.2,160.8,12.0,1.0,Basic,Prepaid,West,0
43.0,18.0,64.09,1153.62,14.0,3.0,Standard,Credit Card,West,1
19.0,54.0,21.41,1156.14,,1.0,Basic,Credit Card,East,0
23.0,68.0,45.53,3096.04,13.0,5.0,Basic,Credit Card,North,0
29.0,20.0,31.17,623.4,5.0,4.0,Basic,Prepaid,West,0
36.0,31.0,119.91,3717.21,6.0,4.0,Premium,Cash,South,0
45.0,18.0,33.63,605.34,4.0,4.0,Basic,Bank Transfer,North,0
56.0,47.0,42.3,1988.1,4.0,5.0,Basic,Credit Card,West,0
